,place_id,reviews,topics
16,ChIJcyilYvDBwjsRFKpoh4-D1xQ,"['This is a peaceful place to pray, worship and meditate. Surrounded by lots of happiness.', 'Har Har Mahadev!!!\n\nI know this temple when it was on Hadapsar gaon chowk and later moved here. Beautiful place for worship. Unfortunately surrounding by beggars. No stand for shoes or sandals.', 'Very nice temple and peaceful place.', 'Har Har Mahadev..... Temple nicely built', 'Soothing place. Good for mantra chanting', 'One of the best Shiv Temple in proximity. Nearby garden is also very good but check the garden timing before going as it is closed between 12 noon to 4 pm', 'Lovely_peaceful place  #ShivaTemple 🙏 located along the roadside an adjacent garden🌳🌳👍', 'Lord Shiva temple along with Lord kartikey temple having garden around. Generally crowded on Mahashivratri and Tripurari Pornima. Also Diwali festival celebration is arranged every year called as Diwali Pahat.']","['peaceful', 'garden', 'feel', 'atmosphere', 'blessed', 'meditate', 'kids', 'worship', 'murugan', 'sacred']"
17,ChIJq79xouO4wjsRiQONz7MBGKE,"['Positive and peaceful feelings. Many People not follow the rules. But, place is clean and clear.', 'Har Har Mahadev!\nYou feel calm when you meditate in this place\nGood clean environment.', 'Old and famous Shiva Temple. Peaceful place situated in Rahatani area. Temple is renovated in recent years along with a big sitout area for celebration. So overall great place. Evening Aarti take place at 6:30.\nParking on the road only, so two wheeler is preferred.', ""A very beautiful temple of Lord Shiva. The architect is ancient and gives the vibe of stone architect. Located near a river the very is well maintained and surrounded by lot of greenery by big banayan trees. There is no separate parking space. Most of the vehicle are parked on road side but it doesn't affect the traffic. There is shoe rack which is utilised by few people. It was crowded on a Monday evening but devotees were very disciplined hence made queue and everyone got to do darshan peacefully. The ambience of the temple is very well maintained. At the entrance there is water supply where you can wash your hands and legs and enter the temple. They have sitting chair for people. You are allowed inside a narrow passway to the linga where you can touch and worship the linga. Next to the temple there is big hall where too people sit after darshan and do chanting. I literally didn't want to come back from the shrine such was the claiming effect."", 'This is one of the oldest temple of Bhagwan Mahadev in Rahatani Pimpri Chinchwad situated on Pawana River. Very old and  nice construction of stones..\n\nTemple is very neat and clean from inside and you will feel very positive and blessed..\n\nOutside temple you will find lot of shops for flowers, Coconut and other Puja stuff. This temple generally crowded specially in evening, weekends and on Monday.\nAlso having place to keep your shoes and Sandal at free of cost...\n\n@ Parking 🅿️ - Ample of free Street side parking is available for two and four wheeler with security guard.\n\nOverall very good experience and worth to visit 😊', 'A very popular Mahadev temple in Rahatani area of PCMC\nIt is frequented by locals as well as residents from closeby areas like Pimple Gaurav, Pimple Saudagar and others. On the days of festival it can get crowded. I remember waiting in the queue for more than 4 hrs during Mahashivratri. The gram devi temple is 2 mins away by walk from this temple if you want to cover that as well\nI love the vibe of this temple. If you are nearby and want to visit a shiva temple then do visit this temple', 'A very beautiful and ancient temple of Lord Shiva 🙏🙂 It is situated near river and it surrounded by a lot of greenry🌳🌳. You will find Banyan tree🌳, peepel and many more inside the temple. There is a small parking area infront of temple for 2 wheelers🏍️🛵 & limited 4 wheeler🚗 There is a hall to sit and meditate inside 🧘\u200d♂️🧘\u200d♀️\n\nThere is a shoe rack outside the main gate. Once you enter, there is a small tap 🚰 to clean your hands. Inside there is Nandi dev 🐂 facing towards the shivling. It\'s a divine feeling to be there 🐚.\n\nYou will find small shops 🛒 outside to buy followers 🌻🌺🌸, coconut 🥥, prasad, etc.\n\nOn Monday you will find more rush as compared to other days, especially during morning aarti i.e. from 9 to 9:30 am. They also serve very tasty Prasad on Monday. This Monday, I got sabudana kheer (sweet), sabudana khichdi (namkeen), ladoo, banana 🍌, papaya,etc.\n\n-> Actually, we are no one to give ratings to any temple, however it\'s mandatory if you want to write a review. And I would like to say if you respect Sanatan dharma 🕉️ and wanted to visit a divine place, then this is the one!🛕\n\nHar Har Mahadev 🙏😇\n\n""वही शून्य है, वही इकाय\nजिसके भीतर बसा शिवाय l""\n\nOm namah shivaya 🙏🕉️\n\nDevo k dev Mahadev 🙏', 'Always feels positive. At a calm and cool place. Nicely managed temple.']","['peaceful', 'lord shiva', 'river', 'feel', 'environment', 'aarti', 'bank', 'divine', 'parking', 'blessed']"
18,ChIJ2-aAAOW-wjsR1wSFRZyCES4,"['Peaceful. Enough parking space forntwo wheeler. If one to wash their feet before entering the temple, they have got one on the left side of the entrance. Offices are present outside temple for devotees to choose the offerings to the god. Specify footwear stand is also there. Request to use the same. Because people leave their footwear all around. People should also be quite inside the temple unfortunately it was found lodly speaking around.', ""Balaji Temple is a serene and spiritual sanctuary that offers a peaceful retreat from daily life. The architecture is stunning, with intricate details and beautiful idols. The atmosphere is tranquil, fostering a sense of devotion and reflection. Well-maintained and welcoming, it's a must-visit for spiritual enrichment."", 'Nice and i can say hidden temple\nYou can visit this every day', 'Nice peaceful temple with literal feeling of temple for people from south. Im glad I stay nearby. Thanks God🙏', 'Om Shanti. God is everywhere. Balaji bhagwan present here as well. Very clean, neat and peaceful place. Must visit.', 'Another such place you find like tirupati. But temple poojari will do a bit of over action as if they feel that we came to visit them not Balaji. They speak bit rudely', 'The best place to have Balaji darshan\nPlease during the last aarati of the day with is around 9 pm.\nYou will definitely feel blessed', 'I stayed very close to this temple for 8 years. Freuently visited very nice temple, serene pooja vidhi and really a place where you get peace of mind.']","['feel', 'lord balaji', 'divine', 'narasimha', 'blessed', 'clean', 'lakshmi', 'darshan', 'photos', 'pujaris']"
19,ChIJ97ysqhuVwjsRPdpLQKqyewY,"['Good for evening trek little risky but simple path also available to trek normally. The view is best in nearby places for sunset. No food or water at temple is available to buy. Bring your own water and snacks.', 'Shri khandoba prasanna, very good and small trekking..straight peak.\nAfter you reach the temple the actual trek path starts, take water and small snacks with u.carry stick also...more routes for trek.', 'Nice and short trek if you 3-4 hrs time you can do this. It has a small trail which will take upto 20-40 min depends on your speed. This comes in between when we to K2S trek. The weather is very amazing.\n\nInteresting part is on one side you can feel the city view and another side you can see green mountains that’s the beauty of this temple.', 'This is fantastic place within Pune. Nature lovers should visit, Best in monsoon. Treak easy to moderate for beginners. 2,3 Parking spots available. Old temple of Khandoba on the Top. Carry water and some light snacks. Max 3 hours to and fro.', 'Nice place for weekend trek near the city. Steepest at the end, but stairs and grills are constructed for support.. beautiful view once you reach the top. Will take about 2-2.5 hours for the entire to and fro trek. Pleasant during monsoon season. There is also a connecting trek to 5 taaki from the top. That will take additional 2 hours.', 'Best place for scenic beauty. It is hardly 15 minutes drive from Dhayari bus stop.\nPlace is getting renovated by creating new steps.\nBest time to visit early morning.\nDon’t forget to carry drinking water bottle.\nMany new plants are planted in and around the temple.\nSome people serve food and tea free of cost as seva of god.', ""Really Nice place. 20 mins steep hike to reach the top. Roads to get there are pretty bad so please don't go on 2 wheelers."", 'The sunrise from here is really really awesome. Construction of steps is under process. Some steps are very small, stiff & should avoid if you are a senior citizen or old age. Otherwise the place is good if you visit in morning time.']","['trekking', 'sinhagad', 'morning', 'mountain', 'hill', 'peaceful', 'sunset', 'season', 'weather', 'off-road']"
20,ChIJf1UcrvTBwjsRaIL1yujJKj4,"['Small Mahalakshmi temple and it is bring calmness whenever you visit\nTemple is decorated during all the occasions like Holi Dahan, dussehra, Deepawali\nDuring Navratri, you can see women playing garba also\nWe visit each year during birthdays, anniversary and special occasions\nStreet parking available but can be tough to get during festivals times\nYou can wash your legs before entering', ""Shri Mahalaxmi Mandir in Magarpatta, Pune, is a revered Hindu temple dedicated to Goddess Mahalaxmi, the goddess of wealth and prosperity. Nestled amidst the bustling urban landscape of Magarpatta, this temple serves as a serene oasis for devotees seeking solace and blessings. The temple's architecture is a blend of traditional and contemporary styles, reflecting the vibrant cultural ethos of Pune. Inside, the sanctum sanctorum houses a divine idol of Goddess Mahalaxmi, drawing devotees who offer prayers and seek her divine grace for prosperity and well-being. The temple's tranquil ambiance, coupled with the rhythmic chants of hymns and bhajans, creates a spiritually uplifting atmosphere. Shri Mahalaxmi Mandir also hosts various religious festivals and cultural events, fostering a sense of community and devotion among its visitors. Overall, Shri Mahalaxmi Mandir in Magarpatta is not just a place of worship but also a cherished symbol of faith and abundance in the heart of Pune."", 'Blessed place in the magarpatta city. Very peaceful place you can spend here upto 1 hr.\nThe sculpture of the Devi is beautiful. Temple architecture is also mind blowing', ""Mahalaxmi Mandir is located with Magarpatta City campus near to Main gate.\n\nThis temple seems to constructed for Magarpatta residents but it seems open to all.\n\nIt's nicely built temple with Ample space around main temple and have proper seating arrangements with benches too.\n\nParking for four wheelers is bit difficult during rush.\n\nDevine and peaceful feeling!"", 'One of the major temples located inside the magarpatta city, it has all the amenities and often conducts programmes and functions during festive seasons. Such as diwali, Navratri, durga puja etc.\nAnyone can visit this place and seek guidance from goddess laxmi. Must visit this place if you are a society member of magarpatta and you can get updated from the portal meramagarpatta info.', 'I loved it. Feels so good seeing goddess mahalaxmi. Get good vibes. Near to Magarpatta main gate.', 'Near, clean and very well maintained. Great feeling sitting there.', 'Feels like going everyday. Quite a serene place in the midst of Magarpatta City.']","['peaceful', 'environment', 'atmosphere', 'divine', 'blessings', 'architecture', 'goddess', 'space', 'lakshmi', 'parking']"
21,ChIJUe934zO_wjsRNdaWRaKwsUc,"['Very well maintained. The floral decoration done everyday are exquisite.', 'Really a nice place. Less Q even in festival like Shivratri, gave sufficient time for prayers. Have place to sit and temple is located touch to main road.', 'Good 👍', 'I always visit during Mahashivratri..nice and  peaceful place.', 'Very nice  place  getting peaceful mind here', 'Clean. Located riverside. Very peaceful.', 'Nice place.', 'Nice temple bum bum bhole']",['lord shiva']
22,ChIJWbX0MW7AwjsRvcTtGj8jvko,"[""Very famous temple in Pune. Lord Ganesh was very well decorated and it's very pleasing to see him. There is a Shiva temple also inside. For special darshan ₹100 per head. Parking is not possible on the street, and it's mostly a crowded area."", 'Sri Ganesh Temple at Ganesh Chowk Pune is very famous and always crowded. This Temple is at the centre of the city and right on the main congested traffic road. Very well maintained temple. The Ganesh ji is so beautiful and absorbing.', 'This Ganesh temple is located on the Laxmi road near to the famous Tulashibaug. The Ganesh idol is very beautiful and is made up of black stone. Due to this temple the chowk is called Ganapati chowk. Shree Guruji Talim Ganesh, the third Ganesh from the Five important Ganesh in Pune have their pandol in front of this Ganesh temple during Ganeshotsav. Do visit and take blessings of this Ganesh. Jay Gajanan.', 'Big Ganesh temple', 'Nice', 'Should not miss this temple visit if you are visiting Pune', 'Love To Visit Bappa Temples. The statue is very reliable', 'One of the main attraction of Pune.']",['parking']
23,ChIJIdJhG6u_wjsRfBIBV4nrmFo,"['Best place to do morning walk up the hill and 175 plus steps to reach the Mhatoba temple to get darshan. Fresh Air, Lush green Jungle trails and Beautiful morning view of the city on the sunrise makes the place special for so many of us from kids to youngsters to sr. citizens.', 'One of the best place for hiking. Nice place to visit. Birds chirping sound makes it really nice. If you are lucky you can get to see peacock. Awesome place to visit.', 'Fool of Greenary, lungs of Pune.\nBest place for hiking on weekends.\nYou can find people doing lots of social work like tree plantation, cleaning the garbage and all.\n\nThe police patrolling should be done and fined the people who are having drinks at such places.', 'Beautiful place for morning and evening walk\n\nCrowded on weekend\n\nThis is in between Baner and aare tekadi\n\nGood trail for running and if you are lucky you shall see peacocks around', 'Nice easy walk from the base. 30 min for a leisurely walk. We visited in summer in the early morning. The experience would be even better during monsoons.', ""Serenely beautiful morning walk, close to kothrud. Mhatoba temple can be walket up to either from Vanaz side maruti mandir near new metro car shed, or from ARAI side. Walk from ARAI is more beautiful though; 3 km one side. ARAI gate closes at 7.30 am so you need to get in before that. You can get out any time after that. You can also get in at evening once the gate reopens at 5.30 pm.\nThe walk is densely forested with many full grown trees. It good for birding also. You see some peacocks and rabbits occasionally.\nIMPORTANT NOTE:-\nPLEASE DON'T LITTER ANY PLASTIC WASTE. DO SOME PLOGGING AND CLEAN THE FOREST OF LITTER. AND WATER THE SMALLER NEWLY PLANTED SAPPLINGS IF YOU CAN."", 'Mhatoba Temple situated on the hill behind Right Bhusari Colony, Kothrud. The temple is accessible for both Kothrud and Pashan side.\nThe Temple is believed to be Gram Daiwat of Kothrud.', 'one of my favourite hill for walk . beautiful greenery in all seasons .']","['walk', 'morning', 'peaceful', 'evening', 'beautiful', 'trail', 'jogging', 'peacocks', 'trees', 'trekking']"
24,ChIJE3PfoPvqwjsRFCDta1L1nOc,"[""Calm the temple's among Pune's valleys, ideal for morning visits. The height and architecture keep the temple cool at all times. The vista is breathtaking, fascinating, and refreshing.\n\nThe temple has several idols and a central Deepa. It also provides access for those with disabilities. ISKCON Pune NVCC is a wonderful spiritual destination to visit."", 'The murti of Lord Balaji here is very beautiful and attractive.😍\nAnd the work of the temple itself is very nice and magnificent.The cleanliness and maintenance of the temple is very well taken care of here.\nThe idol of Garuda in front of the temple looks very cool.🦅\nThere is a stone here and it is said that if your coin stand on that stone, your wishes will come true.✨✨\nReally this place is very delightful and beautiful. When I go here, my mind gets a different peace.\nThe idol of Balaji is a sight to behold.\nMany people come from far to have darshan here.\nIt is a very nice temple to visit with your family.\nEvery day there is chanting and singing and dancing of Lord Krishna and the atmosphere here is very happy.\nThere is also a library and a temple shop. Where there are many books related to Lord Krishna, historical books and many idols. Attractive items, photo frames and many more are sold here.✨', ""It's a lovely small replica of Tirupati Balaji temple. You can see idol from very close and it looks so alive."", ""Tirupati Mandir in Pune is a remarkable place for experiencing devotion and tranquility. Modeled after the original temple in Tirupati, it features a beautiful idol of Lord Venkateshwara, which holds significant importance.\n\nVisitors often find peace and joy here. The temple's organization is commendable, making it easy to access prasad and other worship materials. The atmosphere is filled with devotion, and the aarti and bhajans resonate deeply with devotees.\n\nIf you're seeking a spiritual experience, Tirupati Mandir is a must-visit. The visit promises to offer you a unique sense of light and serenity."", 'Calm temple in the valleys of Pune, great to visit in the morning. The elevation and the architecture ensures the temple remains cool at all times. The view is awesome, mesmerising and refreshing. The temple features various idols and a central Deepa. It also has access for people with disabilities. A great spiritual place to visit in ISKCON Pune NVCC.', ""It's pleasant. We are very satisfied visiting the temple."", 'A Beautiful temple in Pune,with the blessings of Shree Balaji 🙏. Surrounding is very good and i fill peaceful 🕊️ must visit this temple. When you see this temple your all stress will become zero .', ""Pune's one of the best place to visit. It is along with ISKCON temple. Who ever visits Pune, they should be visiting this temple. The ambiance in templles are awesome. You will feel devotional peace in ISKCON.""]","['atmosphere', 'architecture', 'idol', 'laddus', 'feeling', 'lord balaji', 'murti', 'lord krishna', 'area', 'clean']"
25,ChIJN260dGXAwjsRykxHmjsobvI,"['It is a very peaceful place but since the last few years the temple has been closed and we can worship the god from outside only', 'All motors repairing&  working', 'Small and devout feeling place. All the oils needed for offering are sold nearby. Located on the side of Shaniwar Wada, on the road itself. No parking space is available. So be warned', ""Small Hindu temple aside road...\nTemple of nine planets mainly known as ' nav-grah shani mandir ' ...\nAll oil and offerings to God Shani Dev is sold at nearby stores at reasonable rates...\nThere is no place for parking as it is aside road...\nLocated opposite side of shaniwar wada...\nPeaceful environment in this area..."", 'This is a Hindu temple of nine planets more precisely known as ""Nav-graha"" mandir. The temple is situated on a very busy street abutting Shaniwar wada surrounded by heavy traffic conditions. This is supposed to be an old temple in pune. No parking is available nearby. You cannot take a car to this place as the street is too crowed always. Better you go there by two wheeler or take a walk. This is not a regular temple structure but a small place on a  busy street. This temple is very famous in pune and got its own spiritual importance.', 'Very Nice Temple theme in 2019 Ganeshostaw.', 'It\'s God\'s place\nThis mandir located in left side on the  pune most famous and historical place ""SHANIWAR WADA "" & ""DAGADUSHET GANAPATI TEMPLE ""\nThis temple near to the  10 min walkable distance from PUNE CORPORATION\nThis very old and historical place and design also very good /nice\nI would like to this temple\nThis area are the pune city Main Area.\nBut this area very crowded area because of the main Area of Pune city\nAll service are available here\nAll stationary, fashion, general store, curious service, and so many', 'Good and famous Navgrah temple. Lots of people from central Pune come here to offer their namaskar esp. on Saturdays.\n1. It is a small temple besides road so no seperate parking space, but you can avail roadside 2 wheeler parking.\n2. Murties of all 9 grahas and 1 Hanunman murti is there.\n3. Stalls selling plates including rui leaves har and oil to offer to Shanidev.\n4. Evening Aarti is offered at around 7.45 pm.\n5. Many beggers around and you can offer many things to them.']","['parking', 'peaceful', 'planets', 'oil', 'historical place', 'holy place', 'feeling', 'bless', 'traffic', 'clean']"
26,ChIJOYiMqIfAwjsRcil8MAtxBAo,"['Fill very good after visit Shri Saibaba temple', 'I find very peaceful place, from bottom of my heart I believe on baba. The place little bit inside difficult to find, it is exactly behind the managala multiplex, before going inside must wash your legs and hands.\nSocks are not allowed inside.\nThe have seatongs inside. You can spend 20 to 30 minutes.\nIt is open till 10 pm.. I visited at 9.40 pm.\nAfter that I am not sure.\n#sairam', 'This Shree  Sai Baba temple is eye 👀👁️ captivating place... in whole Pune..🙏🏻', 'The only mandir which has Saibaba tooth and chilim.', 'A peaceful and a serene place.', 'Very good temple of Shree Sai Baba 🙏🏻\nReally gives positive vibes and feel blessed after visiting the temple. It has a masjid just besides it and good to see both auspicious places next to each other.\nBike recommended, not ample space for car parking. The road is very small n you might not get lost in the area. Do buy agarbatti outside the temple.', 'Near shivajinagar sai baba Temple is very good clean and maintain', ""This is very old and well maintained Shree Sai Baba Temple in Juna Tophkhana behind Corporation bus stop. The idol of Shree Sai Baba is very nice and it shows the feeling of love towards it's devotees. The temple is also very good. Do visit and take blessings of Shree Sai Baba.""]",NA
27,ChIJs7IX-Q3BwjsRahyo1Y3FEIA,"['Situated on main road but due to construction of building you had to go around the building & entry from there.\n\nVery calm and peaceful surrounding, you can sit and meditate here.\n\nMain Balaji Mandir placed middle & other temples surrounded around here.\nThe temple architecture inspired from the south Indian temple architecture & well constructed & maintained.\n\nVery neat and clean surroundings & some vehicles could be parked here. The temple is very near to the metro station.', 'Nice Perumal Temple housing Navagraha, Shivan and pillaiyar..Small yet clean and peaceful. Only Two wheeler parking inside temple. The best parking is Kalyani Nagar Metro station parking. It has an entrance to the Temple which is just 30 steps. Wish all of u to have a good darshan.', 'Excellent temple. Peaceful location. Entry from lane of Axis Bank or Parking of Mall building (take right at end of Ramp for temple parking)', 'Lord Balaji Temple, very clean and pleasant.\nMay lord Balaji bless all of us to give good health.', 'Very nice temple well nearly maintained.. has the shrines for lord balaji, padmavathi, andal, hanuman,  navagraham, lord Shiva, Lakshmi Mata. Nice serenity and locality. You will truly feel blessed..', '|| Om Namoh Bhagwate Vasudevaya ||\n|| Om Namoh Narayanaya ||\nA temple with positive energy where your mind body and soul will relax. A must place to visit...\nManagement of Temple is excellent', '🙏 Excellent temple. Peaceful location. Entry from lane of Axis Bank or Parking of Mall building (take right at end of Ramp for temple parking)', ""Nice, quiet place to visit multiple dieties along with Sri Balaji 🙏. Other dieties present were Shiva, Ganesh, Hanuman etc. Aarti happens twice, once in the morning and other in the evening for 30 mins each. The front desk people are very kind and supportive.\n\nYou will have to visit the temple from the side of Gold Adlabs entrance if you have a car and if you are accompanied by a senior citizen. The front side of the temple is closed due to construction.\n\n02 entrances are available. At one entrance 02 wheelers are allowed and other cars. 02 wheeler entrance is just before Mc Donald's (back side of Adlabs)\n\nFrom the Gold adlabs entrance Shoe rack is available to keep footwears, rest room and supporting climber rods are available for senior citizens to climb the stairs. They will have to climb between 10 to 15 steps.\n\nOverall a very nice and fullfilling experience. 🙏""]","['feel', 'parking', 'ganesh', 'navagraha', 'hanuman', 'aarti', 'evening', 'darshan', 'lord balaji', 'lakshmi']"
28,ChIJCw3v3eC-wjsRRQZzAaSldtg,"['Peaceful place 😇 the idol of Shri Balaji is very peaceful. Do visit on weekdays ..preferably in the morning . You will get prasad (lunch) free coupons inside the temple till 12 pm . There might be a long line for lunch as the sitting capacity is around 100 so you have wait outside . Also a kind request to the maintenance department to please cover the waiting area of lunch as its terribly hot during summers and unbearable to stand there,  specially for kids and aged ones . The premises is clean . The lunch is definitely tasty😋.', 'Shree Balaji Temple in Pune is a beautifully crafted replica of the famous Tirupati Balaji temple in Andhra Pradesh. Located on the outskirts of the city, this temple offers a serene and spiritual experience, making it a must-visit for devotees of Lord Venkateshwara (Balaji).\n\nIt\'s approx 50 KMs from Pune on the Pune Bangalore highway.\n\nThe architecture of the temple is awe-inspiring, with intricate carvings and designs that closely mirror the original Tirupati temple. From the majestic gopurams (towering gateways) to the sanctum sanctorum, the attention to detail in replicating the structure is commendable. The temple premises are clean, well-maintained, and spacious, ensuring that even during weekends or festival days, it doesn\'t feel too crowded.\n\nOne of the highlights of visiting Shree Balaji Temple is the peaceful atmosphere. Unlike the rush and long waiting times at Tirupati, this temple offers a more relaxed darshan experience. The queue management is organized, and the darshan process is swift, allowing devotees to spend a few moments in prayer without feeling rushed. However, it is still advisable to visit early in the morning or on weekdays to avoid large crowds.\n\nThe temple also offers facilities like a dining hall where devotees can partake in the ""Anna Prasadam"" (free meal) as part of the temple’s service. The prasadam is simple yet delicious, providing a truly blessed experience.\n\nThere is ample parking space available for visitors, making it convenient for those driving in from Pune or nearby areas. For those looking to extend their visit, the surrounding areas are lush and green, providing a perfect environment for reflection and relaxation.\n\nOverall, Shree Balaji Temple in Pune offers a wonderful spiritual experience for those who cannot make the trip to Tirupati. It\'s an ideal spot to connect with the divine, appreciate traditional South Indian temple architecture, and enjoy some peaceful time in the serene surroundings. Whether you\'re a devotee or someone who appreciates cultural heritage, this temple is definitely worth a visit.', ""Visited this temple with my family during weekdays and there wasn't much rush so it hardly took us 10 min for darshan. The temple is under construction for other new idols (different gods) setup and I believe soon should be completed but that won't stop you from visiting this temple. I'd recommend going here during sunset, the pleasant environment it add-on. Mobile phones aren't allowed inside the temple but can be used in temple premises. We need to handover mobiles in the office which are free of cost. Prasad is distributed in the temple itself no need to buy from outside.\nThere is ample parking space available for two and four wheelers."", 'Good place to visit. You can take blessings of  lord Venkateshwara without any rush and also they have provided the facility for people to clearly and satisfactorily see the lord idol from backside and even in mirror.  Also the Prasad provided is very tasty. Management and cleanliness is top notch and no concern there. Must visit place. There is a couple of space for vehicle parking which is free of cost. Also devotees need to keep their footwear at the chappal counter . Also there is a mobile counter where devotees need to deposit their mobiles before entering the mandir. If the guard finds the mobile with someone, they will send them back to deposit the mobile at the counter and then enter the mandir.', ""Balaji Mandir near Pune is a serene and beautifully maintained temple dedicated to Lord Venkateswara. The architecture is stunning, mirroring the famous Tirupati temple, with intricate carvings and a peaceful ambiance. The temple grounds are clean and well-organized, and the atmosphere is very calming. Devotees and visitors can enjoy the spiritual experience with regular poojas and rituals conducted with great devotion. The surrounding greenery and well-kept gardens add to the tranquility, making it a perfect spot for meditation and reflection. Overall, a visit to Balaji Mandir is a spiritually uplifting experience. 🙏🌿🏛️ The peaceful environment and beautiful surroundings make it a wonderful place to connect with one's inner self and experience a sense of peace and devotion. 🌸✨"", 'Very beautiful temple located in narayanpur. The temple has good parking space which is free. At the entrance there is office to submit mobile and cameras which are strictly not allowed. Inside the temple there is god shree balaji big idol which is exactly the same as original temple of tirupati balaji. There are 4 small temples inside. They give free mahaprasad coupons.', 'Beautiful temple 💖....the sculptures and the paintings are so beautiful 😍....such a detailed work the artists have done 💕.....must visit the temple , also they give Prasad of rice khichdi and you can buy the ladoo from outside shops which will cost 40rs per piece..... parking space is there.', ""Shri Balaji Temple in Ketkavale, near Purandar Fort, is a magnificent spiritual destination that bears a remarkable resemblance to the renowned Tirumala Temple in Tirupati, Andhra Pradesh. This temple offers devotees a profound and enriching experience, combining architectural grandeur with deep spiritual significance.\n\nThe temple's design and atmosphere closely mirror that of Tirumala, capturing the essence and splendor of the original. The idol of Lord Balaji is exquisitely crafted, exuding a divine presence that fills the hearts of devotees with reverence and peace. The serene surroundings and meticulously maintained premises further enhance the overall spiritual ambiance.\n\nShri Balaji Temple is not just a place of worship but also a serene retreat where visitors can find solace and tranquility. The location near Purandar Fort adds a touch of historical significance, making the visit even more special.""]","['replica', 'lord balaji', 'darshan', 'govinda', 'shoes', 'locker', 'coupon', 'laddu', 'mahaprasad', 'purandar fort']"
29,ChIJxwVhhWXAwjsRrW-T8LDL4lo,"['The village gram daivat of Pune is Kasba Ganapati. This temple is located in Kasba Peth and is very beautiful and attractive. Kasba Ganpati is named after Dagdu Sheth Ganapati in Pune. This temple is made entirely of stone and wood. There are many idols of Lord Ganesha in the premises of this temple in which various incarnations of Lord Ganesha are shown here. From Mayureshwar to Bhalchandra, all Ganeshas are depicted here.✨🙏🏻\nAs big as the temple looks from the outside, the inside is also very beautiful. In the core of the temple there is silver carving. And in the middle of it all is a stone idol of Lord Ganesha. It looks very beautiful. A lot of carvings are done in the mandapa of the temple. And it looks really cool too.\nIf you ever come to Pune, definitely visit Dagdusheth and Kasba Ganapati. This temple is very close to Dagdu Sheth Ganpati.🚩🛕', 'Steeped in history and culture, the Kasba Ganpati Mandir is not just a religious site but also a symbol of Pune\'s rich heritage. The vibrant atmosphere during festivals like Ganesh Chaturthi adds to the charm, with devotees coming together to celebrate with fervor and devotion.\nKnown as the ""Gramdaivat"" or the presiding deity of Pune, the temple\'s history is deeply intertwined with the city\'s heritage. Established in 1630 by Jijabai, the mother of Shivaji Maharaj.\nThis temple is made entirely of stone and wood. There are many idols of Lord Ganesha in the premises of this temple in which various incarnations of Lord Ganesha are shown here. From Mayureshwar to Bhalchandra, all Ganesha are depicted here.', 'This Historic temple is lesser known compared to Dagdushet Ganapati. Pune became known for Ganapati celebrations because of Kasba Ganapati.  He is the Gram Devta of Pune. However it is very sad that only a few people frequent this 400+ year old temple. This temple was built by Jejabai the mother of Chatrapati Shivaji. It is believed that after building this temple Shivaji was very successful and able to establish the Maratha kingdom. Hence this is one of the very early Ganapati temples in Pune.\nThe temple is very simple and built in traditional style. Also the Ganapat looks like a Udbhav moorthi. Do visit this temple during your visit to Pune', 'Visiting Shree Kasba Ganapati Mandal in Pune was an enriching experience. Known as the ""Gramdaivat"" or the presiding deity of Pune, the temple\'s history is deeply intertwined with the city\'s heritage. Established in 1630 by Jijabai, the mother of Shivaji Maharaj, it has since become a symbol of devotion and resilience.', ""Steeped in history and culture, the Kasba Ganpati Mandir is not just a religious site but also a symbol of Pune's rich heritage. The vibrant atmosphere during festivals like Ganesh Chaturthi adds to the charm, with devotees coming together to celebrate with fervor and devotion.\nThe temple's location in the bustling Kasba Peth area makes it easily accessible for both locals and tourists.( Peth📍)"", ""The Kasba Ganapati refers to both a particular murti of the god Ganapati in Pune, India, as well as to the temple built around the murti. The Kasba Ganapati is the presiding deity gramadevata of Pune.\n\nThe temple was commissioned by Jijausaheb, after Dadoji Konddeo reported to her that a murti of Ganpati had been found in Pune.\n\nThe murti's status as the premier murti in Pune was decided by Bal Gangadhar Tilak.\n\nIn the year 1630, the Maratha Aristocrat and wife of Sardar Shahaji Bhosale, Jijaubaisaheb Bhosale arrived in Pune with her then infant son, Chhatrapati Shivaji maharaj, the founder of Maratha Empire."", ""Kasba Ganpati.\nJijausaheb (Maharaj's mother)\xa0 commissioned the construction this temple. It is believed that\xa0 Shivaji maharaj never left for battle\xa0 without visiting the temple.\n\nLokmanya Bal Gangadhar Tilak originated Sarvajanik Ganeshotsava and determined that on last day Shri Kasba Ganapati Mandir leads the visarjan in the first position, followed by four other prominent Ganapati mandals.Only these five Ganapati mandals are given the privilege of leading the visarjan, and the sequence has been adhered to for more than a century. These five Ganapatis are referred to as Maanache Ganpati.\n\nThe temple can be easily located from road.The garbh door is closed between 12-3pm .a small temple.calm place.surrounded by painting of God's avatar."", 'One of the most important Ganesh temple in the pune city']","['shivaji maharaj', 'ganesh festival', 'shreemant dagdusheth halwai ganpati mandir', 'idol', 'jijabai', 'gramadevata', 'lal mahal', 'peshwa', 'bal gangadhar tilak', '1630']"
